Season,Matchday,Date,Home_Team,Away_Team,Score,Attendance,Home_Goals,Away_Goals,Target,Home_Team_Points,Away_Team_Points,Home_Form_5,Away_Form_5,Home_Rank,Away_Rank
2013,18,2014-01-18,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,2:2,3200,2.0,2.0,1,11,8,4,3,13,14
2013,18,2014-01-18,Hapoel Raanana,Hapoel Tel Aviv,1:4,3000,1.0,4.0,2,18,22,1,6,11,8
2013,18,2014-01-19,Beitar Jerusalem,Hapoel Ramat haSharon,0:1,7100,0.0,1.0,2,19,13,5,7,9,12
2013,18,2014-01-20,Hapoel Beer Sheva,Maccabi Haifa,3:1,11000,3.0,1.0,0,35,24,11,7,2,7
2013,19,2014-01-25,Ironi Kiryat Shmona,Hapoel Beer Sheva,0:1,3500,0.0,1.0,2,26,38,10,11,4,2
2013,19,2014-01-25,FC Ashdod,Ihud Bnei Sakhnin,0:0,2000,0.0,0.0,1,22,30,7,8,8,3
2013,19,2014-01-25,Hapoel Acre,Hapoel Raanana,0:0,1000,0.0,0.0,1,18,18,3,1,10,11
2013,19,2014-01-25,Maccabi Haifa,Maccabi Petah Tikva,1:0,8000,1.0,0.0,0,24,12,4,5,7,13
2013,19,2014-01-25,Bnei Yehuda Tel Aviv,Hapoel Haifa,2:2,6000,2.0,2.0,1,9,25,4,9,14,6
2013,19,2014-01-25,Hapoel Ramat haSharon,Maccabi Tel Aviv,0:3,3700,0.0,3.0,2,16,44,7,15,12,1
2013,19,2014-01-26,Hapoel Tel Aviv,Beitar Jerusalem,3:1,11000,3.0,1.0,0,25,19,6,5,7,10
2013,20,2014-02-01,Hapoel Tel Aviv,Hapoel Ramat haSharon,3:0,7000,3.0,0.0,0,28,16,9,6,4,12
2013,20,2014-02-01,Maccabi Petah Tikva,Ironi Kiryat Shmona,3:3,1000,3.0,3.0,1,12,26,4,7,13,6
2013,20,2014-02-01,Hapoel Raanana,Bnei Yehuda Tel Aviv,0:2,1000,0.0,2.0,2,19,10,1,5,11,14
2013,20,2014-02-01,Hapoel Beer Sheva,FC Ashdod,2:0,7000,2.0,0.0,0,41,23,13,7,2,8
2013,20,2014-02-01,Hapoel Haifa,Maccabi Haifa,0:1,8000,0.0,1.0,2,26,27,9,6,7,6
2013,20,2014-02-02,Ihud Bnei Sakhnin,Maccabi Tel Aviv,0:2,6300,0.0,2.0,2,31,47,8,15,3,1
2013,20,2014-02-03,Beitar Jerusalem,Hapoel Acre,1:0,4000,1.0,0.0,0,19,19,4,3,10,9
2013,21,2014-02-08,FC Ashdod,Maccabi Petah Tikva,2:0,1000,2.0,0.0,0,23,13,4,2,8,13
2013,21,2014-02-08,Hapoel Ramat haSharon,Ihud Bnei Sakhnin,0:1,350,0.0,1.0,2,16,31,6,5,12,3
2013,21,2014-02-08,Ironi Kiryat Shmona,Hapoel Haifa,2:0,1300,2.0,0.0,0,27,26,5,6,6,7
2013,21,2014-02-08,Maccabi Haifa,Hapoel Raanana,3:1,7200,3.0,1.0,0,30,19,9,1,6,11
2013,21,2014-02-08,Bnei Yehuda Tel Aviv,Beitar Jerusalem,0:0,8800,0.0,0.0,1,13,22,8,7,14,9
2013,21,2014-02-09,Maccabi Tel Aviv,Hapoel Beer Sheva,3:1,14000,3.0,1.0,0,50,44,15,13,1,2
2013,21,2014-02-10,Hapoel Acre,Hapoel Tel Aviv,2:1,3000,2.0,1.0,0,19,31,3,12,10,5
2013,22,2014-02-15,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv,2:2,8800,2.0,2.0,1,31,14,12,9,5,13
2013,22,2014-02-15,Hapoel Acre,Hapoel Ramat haSharon,4:3,0,4.0,3.0,0,22,16,6,6,10,12
2013,22,2014-02-15,Hapoel Haifa,FC Ashdod,1:1,1500,1.0,1.0,1,26,26,3,7,7,8
2013,22,2014-02-15,Hapoel Raanana,Ironi Kiryat Shmona,0:2,300,0.0,2.0,2,19,30,1,5,11,6
2013,22,2014-02-15,Maccabi Petah Tikva,Maccabi Tel Aviv,0:2,6500,0.0,2.0,2,13,53,2,15,14,1
2013,22,2014-02-16,Beitar Jerusalem,Maccabi Haifa,1:0,12000,1.0,0.0,0,23,33,5,9,10,5
2013,22,2014-02-17,Hapoel Beer Sheva,Ihud Bnei Sakhnin,2:1,7500,2.0,1.0,0,44,34,10,5,2,3
2013,23,2014-02-22,Hapoel Ramat haSharon,Hapoel Beer Sheva,0:4,3000,0.0,4.0,2,16,47,3,12,12,2
2013,23,2014-02-22,Ihud Bnei Sakhnin,Maccabi Petah Tikva,0:2,3000,0.0,2.0,2,34,13,5,2,3,14
2013,23,2014-02-22,FC Ashdod,Hapoel Raanana,1:2,1200,1.0,2.0,2,27,19,5,1,8,11
2013,23,2014-02-22,Bnei Yehuda Tel Aviv,Hapoel Acre,1:0,3000,1.0,0.0,0,15,25,7,8,14,10
2013,23,2014-02-22,Ironi Kiryat Shmona,Beitar Jerusalem,1:0,3500,1.0,0.0,0,33,26,8,7,4,9
2013,23,2014-02-23,Maccabi Tel Aviv,Hapoel Haifa,2:2,10000,2.0,2.0,1,56,27,15,3,1,7
2013,23,2014-02-24,Maccabi Haifa,Hapoel Tel Aviv,3:1,12500,3.0,1.0,0,33,32,9,10,5,6
2013,24,2014-03-01,Hapoel Tel Aviv,Ironi Kiryat Shmona,1:1,9500,1.0,1.0,1,32,36,7,10,6,3
2013,24,2014-03-01,Maccabi Petah Tikva,Hapoel Beer Sheva,1:3,5000,1.0,3.0,2,16,50,4,12,13,2
2013,24,2014-03-01,Hapoel Acre,Maccabi Haifa,1:1,5000,1.0,1.0,1,25,36,7,12,10,4
2013,24,2014-03-01,Bnei Yehuda Tel Aviv,Hapoel Ramat haSharon,0:1,5000,0.0,1.0,2,18,16,9,0,12,14
2013,24,2014-03-01,Beitar Jerusalem,FC Ashdod,2:0,4500,2.0,0.0,0,26,27,7,5,10,8
2013,24,2014-03-02,Hapoel Raanana,Maccabi Tel Aviv,0:2,4600,0.0,2.0,2,22,57,4,13,11,1
2013,24,2014-03-03,Hapoel Haifa,Ihud Bnei Sakhnin,2:0,1750,2.0,0.0,0,28,34,3,4,8,5
2013,25,2014-03-08,FC Ashdod,Hapoel Tel Aviv,4:5,3000,4.0,5.0,2,27,33,4,5,9,6
2013,25,2014-03-08,Ironi Kiryat Shmona,Hapoel Acre,2:0,1000,2.0,0.0,0,37,26,11,7,3,10
2013,25,2014-03-08,Maccabi Petah Tikva,Hapoel Ramat haSharon,3:3,2000,3.0,3.0,1,16,19,4,3,14,12
2013,25,2014-03-08,Ihud Bnei Sakhnin,Hapoel Raanana,2:0,3000,2.0,0.0,0,34,22,3,3,6,11
2013,25,2014-03-08,Hapoel Beer Sheva,Hapoel Haifa,1:0,7500,1.0,0.0,0,53,31,12,5,2,7
2013,25,2014-03-09,Maccabi Haifa,Bnei Yehuda Tel Aviv,2:2,7000,2.0,2.0,1,37,18,10,8,5,13
2013,25,2014-03-10,Maccabi Tel Aviv,Beitar Jerusalem,1:0,11500,1.0,0.0,0,60,29,13,10,1,8
2013,26,2014-03-15,Hapoel Raanana,Hapoel Beer Sheva,1:0,3000,1.0,0.0,0,22,56,3,12,11,2
2013,26,2014-03-15,Hapoel Haifa,Maccabi Petah Tikva,0:1,0,0.0,1.0,2,31,17,5,4,7,14
2013,26,2014-03-15,Hapoel Acre,FC Ashdod,1:1,0,1.0,1.0,1,26,27,7,4,10,9
2013,26,2014-03-15,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona,0:0,2500,0.0,0.0,1,19,40,6,13,14,3
2013,26,2014-03-15,Beitar Jerusalem,Ihud Bnei Sakhnin,0:1,0,0.0,1.0,2,29,37,7,6,8,5
2013,26,2014-03-16,Hapoel Ramat haSharon,Maccabi Haifa,1:2,1600,1.0,2.0,2,20,38,4,8,14,5
2013,26,2014-03-17,Hapoel Tel Aviv,Maccabi Tel Aviv,2:3,13893,2.0,3.0,2,36,63,5,13,6,1
2013,27,2014-03-22,Hapoel Beer Sheva,Ihud Bnei Sakhnin,2:0,6500,2.0,0.0,0,56,40,12,6,2,5
2013,27,2014-03-22,Ironi Kiryat Shmona,Maccabi Haifa,1:0,3000,1.0,0.0,0,41,41,11,8,3,4
2013,27,2014-03-24,Maccabi Tel Aviv,Hapoel Tel Aviv,0:0,12983,0.0,0.0,1,66,36,13,5,1,6
2013,28,2014-03-29,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,1:4,0,1.0,4.0,2,40,44,6,11,5,3
2013,28,2014-03-29,Hapoel Tel Aviv,Maccabi Haifa,4:0,10000,4.0,0.0,0,37,41,5,8,6,4
2013,27,2014-03-29,FC Ashdod,Hapoel Ramat haSharon,0:1,0,0.0,1.0,2,28,20,2,4,9,14
2013,27,2014-03-29,Hapoel Acre,Hapoel Raanana,1:1,0,1.0,1.0,1,27,25,5,6,10,11
2013,27,2014-03-29,Hapoel Haifa,Bnei Yehuda Tel Aviv,0:1,1500,0.0,1.0,2,31,20,5,6,7,14
2013,27,2014-03-30,Beitar Jerusalem,Maccabi Petah Tikva,3:0,1500,3.0,0.0,0,29,20,6,7,8,14
2013,28,2014-03-31,Maccabi Tel Aviv,Hapoel Beer Sheva,2:0,13397,2.0,0.0,0,67,59,11,12,1,2
2013,29,2014-04-05,Maccabi Haifa,Ihud Bnei Sakhnin,1:2,6500,1.0,2.0,2,41,40,5,6,4,5
2013,29,2014-04-05,Hapoel Beer Sheva,Hapoel Tel Aviv,1:1,7000,1.0,1.0,1,59,40,9,8,2,6
2013,28,2014-04-05,FC Ashdod,Hapoel Haifa,4:1,0,4.0,1.0,0,28,31,1,4,10,8
2013,28,2014-04-05,Maccabi Petah Tikva,Hapoel Acre,0:0,0,0.0,0.0,1,20,28,7,3,14,10
2013,28,2014-04-05,Hapoel Ramat haSharon,Hapoel Raanana,0:0,0,0.0,0.0,1,23,26,7,7,13,11
2013,28,2014-04-06,Bnei Yehuda Tel Aviv,Beitar Jerusalem,1:0,4700,1.0,0.0,0,23,32,8,6,13,7
2013,29,2014-04-07,Ironi Kiryat Shmona,Maccabi Tel Aviv,2:2,4000,2.0,2.0,1,47,70,11,13,3,1
2013,30,2014-04-12,Hapoel Beer Sheva,Ironi Kiryat Shmona,0:2,4500,0.0,2.0,2,60,48,7,11,2,3
2013,30,2014-04-12,Hapoel Tel Aviv,Ihud Bnei Sakhnin,3:0,6015,3.0,0.0,0,41,43,8,9,6,4
2013,29,2014-04-12,Hapoel Haifa,Hapoel Ramat haSharon,0:1,0,0.0,1.0,2,31,24,3,8,8,13
2013,29,2014-04-12,Hapoel Acre,Bnei Yehuda Tel Aviv,1:1,2000,1.0,1.0,1,29,26,4,8,10,13
2013,29,2014-04-12,Hapoel Raanana,Maccabi Petah Tikva,4:2,0,4.0,2.0,0,27,21,5,5,12,14
2013,30,2014-04-13,Maccabi Tel Aviv,Maccabi Haifa,1:0,12883,1.0,0.0,0,71,41,11,4,1,6
2013,29,2014-04-13,Beitar Jerusalem,FC Ashdod,1:0,1000,1.0,0.0,0,32,31,6,4,7,9
2013,31,2014-04-19,Ironi Kiryat Shmona,Hapoel Tel Aviv,1:1,0,1.0,1.0,1,51,44,11,8,3,4
2013,31,2014-04-19,Maccabi Haifa,Hapoel Beer Sheva,2:1,5000,2.0,1.0,0,41,60,3,4,6,2
2013,30,2014-04-19,FC Ashdod,Hapoel Acre,1:0,0,1.0,0.0,0,31,30,4,4,9,10
2013,30,2014-04-19,Bnei Yehuda Tel Aviv,Hapoel Raanana,1:3,0,1.0,3.0,2,27,30,9,8,12,11
2013,30,2014-04-19,Hapoel Ramat haSharon,Maccabi Petah Tikva,4:1,0,4.0,1.0,0,27,21,8,5,13,14
2013,31,2014-04-20,Ihud Bnei Sakhnin,Maccabi Tel Aviv,2:1,8500,2.0,1.0,0,43,74,6,11,6,1
2013,30,2014-04-21,Hapoel Haifa,Beitar Jerusalem,1:0,0,1.0,0.0,0,31,35,0,6,10,7
2013,32,2014-04-26,Ihud Bnei Sakhnin,Hapoel Beer Sheva,0:0,1000,0.0,0.0,1,46,60,6,4,4,2
2013,32,2014-04-26,Hapoel Tel Aviv,Maccabi Tel Aviv,3:1,11300,3.0,1.0,0,45,74,9,8,5,1
2013,31,2014-04-26,Beitar Jerusalem,Hapoel Ramat haSharon,4:0,800,4.0,0.0,0,35,30,6,10,7,12
2013,31,2014-04-26,Hapoel Acre,Hapoel Haifa,1:0,2000,1.0,0.0,0,30,34,4,3,11,8
2013,31,2014-04-26,Hapoel Raanana,FC Ashdod,1:1,0,1.0,1.0,1,33,34,11,7,11,9
2013,31,2014-04-26,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv,1:0,3500,1.0,0.0,0,21,27,4,8,14,13
2013,32,2014-04-28,Maccabi Haifa,Ironi Kiryat Shmona,1:3,5500,1.0,3.0,2,44,52,3,11,6,3
2013,33,2014-05-03,Maccabi Haifa,Hapoel Tel Aviv,1:1,6500,1.0,1.0,1,44,48,3,11,6,4
2013,33,2014-05-03,Ironi Kiryat Shmona,Ihud Bnei Sakhnin,2:0,0,2.0,0.0,0,55,47,11,7,3,5
2013,33,2014-05-03,Hapoel Beer Sheva,Maccabi Tel Aviv,1:2,10500,1.0,2.0,2,61,74,2,7,2,1
2013,32,2014-05-03,Beitar Jerusalem,Hapoel Acre,0:2,850,0.0,2.0,2,38,33,9,6,7,11
2013,32,2014-05-03,FC Ashdod,Maccabi Petah Tikva,0:5,450,0.0,5.0,2,35,24,7,4,9,14
2013,32,2014-05-03,Hapoel Ramat haSharon,Bnei Yehuda Tel Aviv,0:1,4500,0.0,1.0,2,30,27,10,7,12,14
2013,32,2014-05-03,Hapoel Haifa,Hapoel Raanana,0:2,0,0.0,2.0,2,34,34,3,9,10,11
2013,34,2014-05-10,Hapoel Tel Aviv,Hapoel Beer Sheva,1:2,11000,1.0,2.0,2,49,61,9,2,4,2
2013,34,2014-05-10,Ihud Bnei Sakhnin,Maccabi Haifa,0:2,1500,0.0,2.0,2,47,45,7,4,5,6
2013,33,2014-05-10,Hapoel Acre,Hapoel Ramat haSharon,1:2,0,1.0,2.0,2,36,30,8,7,9,13
2013,33,2014-05-10,Hapoel Raanana,Beitar Jerusalem,0:2,0,0.0,2.0,2,37,38,11,6,8,7
2013,33,2014-05-10,Maccabi Petah Tikva,Hapoel Haifa,2:1,0,2.0,1.0,0,27,34,7,3,14,11
2013,33,2014-05-10,Bnei Yehuda Tel Aviv,FC Ashdod,1:1,10000,1.0,1.0,1,30,35,7,7,14,10
2013,34,2014-05-11,Maccabi Tel Aviv,Ironi Kiryat Shmona,3:1,12789,3.0,1.0,0,77,58,7,11,1,3
2013,35,2014-05-13,Ihud Bnei Sakhnin,Hapoel Tel Aviv,1:3,1000,1.0,3.0,2,47,49,4,8,6,4
2013,35,2014-05-14,Ironi Kiryat Shmona,Hapoel Beer Sheva,3:0,1500,3.0,0.0,0,58,64,10,4,3,2
2013,35,2014-05-14,Maccabi Haifa,Maccabi Tel Aviv,2:2,15000,2.0,2.0,1,48,80,7,9,5,1
2013,36,2014-05-17,Hapoel Tel Aviv,Ironi Kiryat Shmona,4:2,4000,4.0,2.0,0,52,61,8,10,4,3
2013,36,2014-05-17,Hapoel Beer Sheva,Maccabi Haifa,1:1,3500,1.0,1.0,1,64,49,4,8,2,5
2013,36,2014-05-17,Maccabi Tel Aviv,Ihud Bnei Sakhnin,4:1,7826,4.0,1.0,0,81,47,7,4,1,6
2014,1,2014-09-13,Hapoel Tel Aviv,Maccabi Netanya,1:0,10000,1.0,0.0,0,0,0,0,0,14,5
2014,1,2014-09-13,Hapoel Raanana,Hapoel Petah Tikva,4:0,1500,4.0,0.0,0,0,0,0,0,14,10
2014,1,2014-09-13,Hapoel Acre,Hapoel Haifa,1:1,4000,1.0,1.0,1,0,0,0,0,3,5
2014,1,2014-09-13,FC Ashdod,Ironi Kiryat Shmona,0:0,3500,0.0,0.0,1,0,0,0,0,12,5
2014,1,2014-09-13,Hapoel Beer Sheva,Beitar Jerusalem,1:1,8600,1.0,1.0,1,0,0,0,0,11,14
2014,1,2014-09-14,Maccabi Petah Tikva,Maccabi Tel Aviv,0:3,4316,0.0,3.0,2,0,0,0,0,9,14
2014,1,2014-09-15,Maccabi Haifa,Ihud Bnei Sakhnin,4:2,30000,4.0,2.0,0,0,0,0,0,13,12
2014,2,2014-09-20,Hapoel Petah Tikva,Hapoel Beer Sheva,1:3,4000,1.0,3.0,2,0,1,0,1,14,8
2014,2,2014-09-20,Hapoel Haifa,FC Ashdod,0:2,0,0.0,2.0,2,1,1,1,1,8,9
2014,2,2014-09-20,Ihud Bnei Sakhnin,Hapoel Acre,1:1,1700,1.0,1.0,1,0,1,0,1,13,7
2014,2,2014-09-20,Maccabi Netanya,Maccabi Petah Tikva,4:4,0,4.0,4.0,1,0,0,0,0,13,12
2014,2,2014-09-20,Ironi Kiryat Shmona,Hapoel Tel Aviv,3:0,0,3.0,0.0,0,1,3,1,3,8,6
2014,2,2014-09-21,Maccabi Tel Aviv,Hapoel Raanana,2:0,11141,2.0,0.0,0,3,3,3,3,5,6
2014,2,2014-09-22,Beitar Jerusalem,Maccabi Haifa,1:0,19000,1.0,0.0,0,1,3,1,3,13,5
2014,3,2014-09-27,Hapoel Tel Aviv,Hapoel Haifa,3:0,0,3.0,0.0,0,3,1,3,1,8,10
2014,3,2014-09-27,Maccabi Petah Tikva,Hapoel Raanana,3:2,0,3.0,2.0,0,1,3,1,3,11,8
2014,3,2014-09-27,FC Ashdod,Ihud Bnei Sakhnin,2:2,5000,2.0,2.0,1,4,1,4,1,6,13
2014,3,2014-09-27,Maccabi Netanya,Ironi Kiryat Shmona,1:2,0,1.0,2.0,2,1,4,1,4,13,4
2014,3,2014-09-27,Hapoel Acre,Beitar Jerusalem,1:1,0,1.0,1.0,1,2,4,2,4,10,7
2014,3,2014-09-28,Maccabi Haifa,Hapoel Petah Tikva,3:1,23800,3.0,1.0,0,3,0,3,0,9,14
2014,3,2014-09-29,Hapoel Beer Sheva,Maccabi Tel Aviv,3:2,13000,3.0,2.0,0,4,6,4,6,8,3
2014,4,2014-10-18,Hapoel Haifa,Maccabi Netanya,3:2,0,3.0,2.0,0,1,1,1,1,12,13
2014,4,2014-10-18,Hapoel Raanana,Hapoel Beer Sheva,1:1,3000,1.0,1.0,1,3,7,3,7,11,2
2014,4,2014-10-18,Ironi Kiryat Shmona,Maccabi Petah Tikva,3:0,0,3.0,0.0,0,7,4,7,4,2,9
2014,4,2014-10-18,Hapoel Petah Tikva,Hapoel Acre,4:1,7150,4.0,1.0,0,0,3,0,3,14,11
2014,4,2014-10-18,Ihud Bnei Sakhnin,Hapoel Tel Aviv,1:1,0,1.0,1.0,1,2,6,2,6,13,5
2014,4,2014-10-19,Beitar Jerusalem,FC Ashdod,1:1,8500,1.0,1.0,1,5,5,5,5,7,6
2014,4,2014-10-20,Maccabi Tel Aviv,Maccabi Haifa,3:1,13680,3.0,1.0,0,6,6,6,6,6,4
2014,5,2014-10-25,Maccabi Petah Tikva,Hapoel Beer Sheva,0:4,3000,0.0,4.0,2,4,8,4,8,9,3
2014,5,2014-10-25,Maccabi Haifa,Hapoel Raanana,0:2,20500,0.0,2.0,2,6,4,6,4,5,10
2014,5,2014-10-25,FC Ashdod,Hapoel Petah Tikva,1:3,2500,1.0,3.0,2,6,3,6,3,7,13
2014,5,2014-10-25,Maccabi Netanya,Ihud Bnei Sakhnin,2:1,0,2.0,1.0,0,1,3,1,3,14,13
2014,5,2014-10-25,Ironi Kiryat Shmona,Hapoel Haifa,1:0,0,1.0,0.0,0,10,4,10,4,2,10
2014,5,2014-10-26,Hapoel Acre,Maccabi Tel Aviv,1:4,7000,1.0,4.0,2,3,9,3,9,13,3
2014,5,2014-10-27,Hapoel Tel Aviv,Beitar Jerusalem,0:2,0,0.0,2.0,2,7,6,7,6,5,9
2014,6,2014-10-28,Hapoel Haifa,Maccabi Petah Tikva,0:1,0,0.0,1.0,2,4,4,4,4,10,11
2014,6,2014-10-28,Ihud Bnei Sakhnin,Ironi Kiryat Shmona,1:4,700,1.0,4.0,2,3,13,3,13,14,1
2014,6,2014-10-28,Hapoel Beer Sheva,Maccabi Haifa,2:0,10000,2.0,0.0,0,11,6,11,6,3,8
2014,6,2014-10-29,Hapoel Raanana,Hapoel Acre,0:2,350,0.0,2.0,2,7,3,7,3,6,13
2014,6,2014-10-29,Maccabi Tel Aviv,FC Ashdod,5:2,11322,5.0,2.0,0,12,6,12,6,3,11
2014,6,2014-10-30,Beitar Jerusalem,Maccabi Netanya,1:1,0,1.0,1.0,1,9,4,9,4,4,13
2014,6,2014-10-30,Hapoel Petah Tikva,Hapoel Tel Aviv,0:1,0,0.0,1.0,2,6,7,6,7,10,7
2014,7,2014-11-01,Maccabi Petah Tikva,Maccabi Haifa,1:0,5200,1.0,0.0,0,7,6,7,3,6,9
2014,7,2014-11-01,Hapoel Haifa,Ihud Bnei Sakhnin,0:3,0,0.0,3.0,2,4,3,3,3,13,14
2014,7,2014-11-01,FC Ashdod,Hapoel Raanana,1:2,0,1.0,2.0,2,6,7,5,4,12,7
2014,7,2014-11-01,Hapoel Acre,Hapoel Beer Sheva,1:1,2500,1.0,1.0,1,6,14,5,13,8,3
2014,7,2014-11-02,Maccabi Netanya,Hapoel Petah Tikva,3:1,0,3.0,1.0,0,5,6,5,6,13,11
2014,7,2014-11-03,Ironi Kiryat Shmona,Beitar Jerusalem,1:1,0,1.0,1.0,1,16,10,15,9,1,5
2014,7,2014-11-03,Hapoel Tel Aviv,Maccabi Tel Aviv,0:0,0,0.0,0.0,1,10,15,7,12,7,3
2014,8,2014-11-08,Maccabi Haifa,Hapoel Acre,1:0,20000,1.0,0.0,0,6,7,3,5,11,9
2014,8,2014-11-08,Hapoel Beer Sheva,FC Ashdod,2:1,7300,2.0,1.0,0,15,6,11,2,3,13
2014,8,2014-11-08,Hapoel Petah Tikva,Ironi Kiryat Shmona,1:3,1500,1.0,3.0,2,6,17,6,13,12,2
2014,8,2014-11-08,Beitar Jerusalem,Hapoel Haifa,0:1,0,0.0,1.0,2,11,4,7,3,4,14
2014,8,2014-11-09,Hapoel Raanana,Hapoel Tel Aviv,0:1,0,0.0,1.0,2,10,11,7,8,7,5
2014,8,2014-11-09,Maccabi Tel Aviv,Maccabi Netanya,3:1,12766,3.0,1.0,0,16,8,10,7,3,9
2014,8,2014-11-11,Ihud Bnei Sakhnin,Maccabi Petah Tikva,1:1,0,1.0,1.0,1,6,10,5,9,12,6
2014,9,2014-11-22,Hapoel Tel Aviv,Hapoel Beer Sheva,3:2,10000,3.0,2.0,0,14,18,8,11,4,3
2014,9,2014-11-22,Hapoel Haifa,Hapoel Petah Tikva,1:1,3000,1.0,1.0,1,7,6,6,6,11,13
2014,9,2014-11-22,Maccabi Petah Tikva,Hapoel Acre,0:0,0,0.0,0.0,1,11,7,7,4,5,11
2014,9,2014-11-22,Maccabi Netanya,Hapoel Raanana,1:0,0,1.0,0.0,0,8,10,7,7,11,7
2014,9,2014-11-22,FC Ashdod,Maccabi Haifa,1:0,3000,1.0,0.0,0,6,9,1,3,14,9
2014,9,2014-11-23,Ihud Bnei Sakhnin,Beitar Jerusalem,1:0,0,1.0,0.0,0,7,11,5,6,13,7
2014,9,2014-11-24,Ironi Kiryat Shmona,Maccabi Tel Aviv,2:1,5000,2.0,1.0,0,20,19,13,13,1,2
2014,10,2014-11-29,Hapoel Raanana,Ironi Kiryat Shmona,0:0,0,0.0,0.0,1,10,23,6,13,9,1
2014,10,2014-11-29,Hapoel Beer Sheva,Maccabi Netanya,4:0,7500,4.0,0.0,0,18,11,10,10,3,6
2014,10,2014-11-29,Hapoel Acre,FC Ashdod,0:1,0,0.0,1.0,2,8,9,5,3,12,11
2014,10,2014-11-29,Hapoel Petah Tikva,Ihud Bnei Sakhnin,2:1,0,2.0,1.0,0,7,10,4,7,14,10
2014,10,2014-11-29,Maccabi Tel Aviv,Hapoel Haifa,3:0,9896,3.0,0.0,0,19,8,10,4,3,14
2014,10,2014-11-30,Maccabi Haifa,Hapoel Tel Aviv,3:1,29000,3.0,1.0,0,9,17,3,10,12,4
2014,10,2014-12-01,Beitar Jerusalem,Maccabi Petah Tikva,2:3,5000,2.0,3.0,2,11,12,5,8,9,5
2014,11,2014-12-02,Hapoel Haifa,Hapoel Raanana,1:0,0,1.0,0.0,0,8,11,4,4,14,10
2014,11,2014-12-02,Ironi Kiryat Shmona,Hapoel Beer Sheva,1:1,2500,1.0,1.0,1,24,21,11,10,1,3
2014,11,2014-12-03,Maccabi Netanya,Maccabi Haifa,0:4,9200,0.0,4.0,2,11,12,7,6,9,6
2014,11,2014-12-03,Hapoel Tel Aviv,Hapoel Acre,1:3,0,1.0,3.0,2,17,8,10,5,4,14
2014,11,2014-12-03,Ihud Bnei Sakhnin,Maccabi Tel Aviv,1:3,3500,1.0,3.0,2,10,22,7,10,13,3
2014,11,2014-12-04,Maccabi Petah Tikva,FC Ashdod,1:1,1200,1.0,1.0,1,15,12,11,6,5,7
2014,11,2014-12-04,Beitar Jerusalem,Hapoel Petah Tikva,3:1,4000,3.0,1.0,0,11,10,2,4,11,14
2014,12,2014-12-06,Maccabi Haifa,Ironi Kiryat Shmona,1:3,28000,1.0,3.0,2,15,25,9,9,6,1
2014,12,2014-12-06,Hapoel Acre,Maccabi Netanya,1:2,0,1.0,2.0,2,11,11,5,6,9,11
2014,12,2014-12-06,Hapoel Raanana,Ihud Bnei Sakhnin,1:1,300,1.0,1.0,1,11,10,4,7,12,13
2014,12,2014-12-06,Hapoel Beer Sheva,Hapoel Haifa,4:0,8000,4.0,0.0,0,22,11,8,7,3,12
2014,12,2014-12-07,FC Ashdod,Hapoel Tel Aviv,3:1,0,3.0,1.0,0,13,17,7,7,9,4
2014,12,2014-12-08,Maccabi Petah Tikva,Hapoel Petah Tikva,1:2,0,1.0,2.0,2,16,10,9,4,5,14
2014,12,2014-12-08,Maccabi Tel Aviv,Beitar Jerusalem,1:1,26500,1.0,1.0,1,25,14,10,4,3,9
2014,13,2014-12-13,Maccabi Netanya,FC Ashdod,0:0,0,0.0,0.0,1,14,16,6,10,9,6
2014,13,2014-12-13,Hapoel Petah Tikva,Maccabi Tel Aviv,1:3,10000,1.0,3.0,2,13,26,7,10,10,2
2014,13,2014-12-13,Ironi Kiryat Shmona,Hapoel Acre,2:2,0,2.0,2.0,1,28,11,11,4,2,12
2014,13,2014-12-13,Ihud Bnei Sakhnin,Hapoel Beer Sheva,2:0,3500,2.0,0.0,0,11,25,5,10,14,3
2014,13,2014-12-13,Hapoel Tel Aviv,Maccabi Petah Tikva,1:2,0,1.0,2.0,2,17,16,6,6,5,6
2014,13,2014-12-14,Hapoel Haifa,Maccabi Haifa,0:4,22250,0.0,4.0,2,11,15,7,9,14,8
2014,13,2014-12-15,Beitar Jerusalem,Hapoel Raanana,0:0,6500,0.0,0.0,1,15,12,4,2,9,13
2014,14,2014-12-20,Hapoel Haifa,Hapoel Acre,1:0,0,1.0,0.0,0,11,12,4,5,14,13
2014,14,2014-12-20,Ironi Kiryat Shmona,FC Ashdod,1:0,0,1.0,0.0,0,29,17,9,11,1,6
2014,14,2014-12-20,Hapoel Petah Tikva,Hapoel Raanana,0:0,5000,0.0,0.0,1,13,13,7,3,12,13
2014,14,2014-12-20,Ihud Bnei Sakhnin,Maccabi Haifa,1:1,5000,1.0,1.0,1,14,18,7,9,11,5
2014,14,2014-12-20,Maccabi Netanya,Hapoel Tel Aviv,0:2,0,0.0,2.0,2,15,17,7,3,9,7
2014,14,2014-12-21,Maccabi Tel Aviv,Maccabi Petah Tikva,3:0,8732,3.0,0.0,0,29,19,10,8,2,5
